City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Lovozero,RU,2020-11-13 08:14:26,68.0,35.01,30.6,92,100,2.04
291,Belaya Gora,RU,2020-11-13 08:14:26,68.53,146.42,-19.44,88,47,0.51
292,West Wendover,US,2020-11-13 08:14:26,40.74,-114.07,21.2,67,1,5.82
293,Santa Rosa,PH,2020-11-13 08:14:26,14.31,121.11,90.0,66,96,9.17
294,Nargana,PA,2020-11-13 08:14:26,9.44,-78.59,78.6,81,93,6.53
295,Sterling,US,2020-11-13 08:14:27,39.01,-77.43,48.2,70,90,3.36
296,Covington,US,2020-11-13 08:14:27,39.08,-84.51,41.0,75,75,3.36
297,Zhuhai,CN,2020-11-13 08:14:27,22.28,113.57,82.0,57,20,12.75
298,Eseka,CM,2020-11-13 08:14:27,3.65,10.77,81.82,79,2,1.77
299,Sao Joao Da Barra,BR,2020-11-13 08:14:27,-21.64,-41.05,72.03,95,100,15.43
300,Nikolsk,RU,2020-11-13 08:14:27,53.72,46.07,31.3,91,37,8.97
301,Okhotsk,RU,2020-11-13 08:14:27,59.38,143.3,14.85,87,100,6.82
302,Kilemary,RU,2020-11-13 08:14:28,56.78,46.87,30.9,97,95,6.51
303,Port Keats,AU,2020-11-13 08:14:28,-14.25,129.55,88.56,65,0,12.97
304,Yerbogachen,RU,2020-11-13 08:14:28,61.28,108.01,16.12,97,100,3.24
305,Jumla,NP,2020-11-13 08:14:28,29.27,82.18,65.35,24,0,6.6
306,Leh,IN,2020-11-13 08:14:28,34.17,77.58,40.69,41,88,1.81
307,Samarai,PG,2020-11-13 08:14:28,-10.62,150.67,79.48,76,50,9.28
308,Mattru,SL,2020-11-13 08:14:28,7.62,-11.83,75.54,92,2,2.13
309,Rio Grande,BR,2020-11-13 08:11:26,-32.03,-52.1,64.99,96,100,4.83
310,Gander,CA,2020-11-13 08:14:29,48.97,-54.59,35.6,93,75,4.7
311,Cap Malheureux,MU,2020-11-13 08:14:29,-19.98,57.61,81.0,65,3,8.99
312,Zaoyang,CN,2020-11-13 08:14:29,32.13,112.75,70.45,39,0,8.3
313,Utiel,ES,2020-11-13 08:14:29,39.57,-1.2,50.0,87,100,1.01
314,Batagay-Alyta,RU,2020-11-13 08:14:29,67.8,130.41,-10.25,88,71,1.57
315,Ixtapa,MX,2020-11-13 08:14:29,20.7,-105.2,75.99,88,96,2.37
316,Najran,SA,2020-11-13 08:10:24,17.49,44.13,78.8,31,0,8.05
317,Irgakly,RU,2020-11-13 08:14:29,44.36,44.76,39.52,66,100,5.39
318,Shenjiamen,CN,2020-11-13 08:10:25,29.96,122.3,63.72,74,13,17.54
319,Waingapu,ID,2020-11-13 08:14:30,-9.66,120.26,90.75,46,80,9.28
320,Saint-Pierre,RE,2020-11-13 08:14:30,-21.34,55.48,82.4,65,0,10.29
321,Savannah Bight,HN,2020-11-13 08:14:30,16.45,-85.85,81.27,74,12,6.6
322,Mojo,ET,2020-11-13 08:14:30,8.6,39.12,74.19,30,1,17.74
323,Susanino,RU,2020-11-13 08:14:30,58.15,41.59,32.16,98,100,6.87
324,Lavrentiya,RU,2020-11-13 08:14:31,65.58,-171.0,26.4,88,93,34.23
325,Linhares,BR,2020-11-13 08:14:31,-19.39,-40.07,71.04,87,100,3.56
326,Evans,US,2020-11-13 08:14:31,33.53,-82.13,68.0,88,90,4.65
327,Dali,CN,2020-11-13 08:14:31,25.7,100.18,66.22,47,29,1.68
328,Husavik,IS,2020-11-13 08:14:31,66.04,-17.34,32.0,86,90,4.7
329,Bar Harbor,US,2020-11-13 08:14:31,44.39,-68.2,39.99,74,1,4.7
330,Sjenica,RS,2020-11-13 08:14:31,43.27,20.0,45.45,73,86,2.89
331,Dwarahat,IN,2020-11-13 08:14:31,29.78,79.43,71.42,25,0,4.61
332,Saint Anthony,US,2020-11-13 08:14:32,45.02,-93.22,21.2,73,1,5.82
333,Kavieng,PG,2020-11-13 08:14:32,-2.57,150.8,84.27,68,19,3.71
334,Manaure,CO,2020-11-13 08:14:32,11.78,-72.44,78.22,84,99,5.12
335,Port Hardy,CA,2020-11-13 08:10:00,50.7,-127.42,44.6,93,90,19.46
336,Vila,PT,2020-11-13 08:14:32,42.03,-8.16,57.0,93,0,11.41
337,Mahebourg,MU,2020-11-13 08:14:32,-20.41,57.7,84.2,66,20,17.22
338,Bhanvad,IN,2020-11-13 08:14:32,21.93,69.77,87.8,31,0,10.29
339,Panjab,AF,2020-11-13 08:14:33,34.39,67.02,41.79,66,100,5.91
340,Sao Gabriel Da Cachoeira,BR,2020-11-13 08:14:33,-0.13,-67.09,74.01,97,100,1.14
341,Gorontalo,ID,2020-11-13 08:11:04,0.54,123.06,84.63,74,72,0.51
342,Srednekolymsk,RU,2020-11-13 08:14:33,67.45,153.68,-12.28,89,99,1.41
343,Muroto,JP,2020-11-13 08:14:33,33.28,134.15,60.8,93,75,4.7
344,Kirkwall,GB,2020-11-13 08:14:33,58.98,-2.96,48.2,81,75,16.11
345,Herat,AF,2020-11-13 08:14:33,34.5,62.0,48.2,81,90,3.36
346,Lubbock,US,2020-11-13 08:12:00,33.6,-101.83,44.6,65,1,12.75
347,Minab,IR,2020-11-13 08:14:33,27.15,57.08,84.2,66,75,11.41
348,Baiyin,CN,2020-11-13 08:14:34,36.56,104.21,57.2,40,0,6.71
349,Muros,ES,2020-11-13 08:14:34,42.78,-9.06,48.0,96,0,5.88
350,Bongandanga,CD,2020-11-13 08:14:34,1.5,21.05,88.3,55,37,1.48
351,Lahan,NP,2020-11-13 08:14:34,26.73,86.5,84.27,29,0,7.25
352,Ancud,CL,2020-11-13 08:14:34,-41.87,-73.82,53.01,100,90,9.17
353,Saint-Augustin,CA,2020-11-13 08:14:34,51.23,-58.65,32.25,89,0,9.69
354,Puerto Escondido,MX,2020-11-13 08:14:34,15.85,-97.07,78.44,78,22,4.59
355,Bhagwantnagar,IN,2020-11-13 08:14:34,26.23,80.75,82.4,42,25,4.7
356,Sikasso,ML,2020-11-13 08:14:35,10.92,-7.0,73.96,29,0,5.84
357,Nome,US,2020-11-13 08:14:35,64.5,-165.41,32.0,97,90,3.36
358,Aksarka,RU,2020-11-13 08:14:35,66.56,67.8,-2.06,93,84,3.91
359,Villeneuve-Les-Avignon,FR,2020-11-13 08:14:35,43.97,4.8,51.8,93,75,3.36
360,Bagan,RU,2020-11-13 08:14:09,54.1,77.66,29.7,87,97,14.0
361,Staryy Nadym,RU,2020-11-13 08:14:35,65.61,72.68,0.59,93,86,5.84
362,Esmeraldas,BR,2020-11-13 08:14:35,-19.76,-44.31,68.0,100,75,4.7
363,Manali,IN,2020-11-13 08:14:36,13.17,80.27,86.0,84,75,13.87
364,Kruisfontein,ZA,2020-11-13 08:14:36,-34.0,24.73,91.99,34,0,1.01
365,Santa Cruz,BO,2020-11-13 08:14:36,-17.8,-63.17,71.6,88,40,2.24
366,Lucea,JM,2020-11-13 08:14:36,18.45,-78.17,80.6,88,20,3.36
367,Pisco,PE,2020-11-13 08:14:36,-13.7,-76.22,62.6,93,75,3.36
368,Alekseyevsk,RU,2020-11-13 08:14:36,57.84,108.35,31.28,97,100,4.76
369,Bambous Virieux,MU,2020-11-13 08:14:36,-20.34,57.76,84.2,66,20,17.22
370,Churapcha,RU,2020-11-13 08:14:36,62.0,132.43,13.93,96,100,7.18
371,Maxixe,MZ,2020-11-13 08:14:37,-23.86,35.35,80.6,47,40,8.05
372,Abinsk,RU,2020-11-13 08:14:37,44.87,38.16,50.0,66,26,1.99
373,Kenai,US,2020-11-13 08:09:51,60.55,-151.26,33.8,86,90,1.86
374,Amga,RU,2020-11-13 08:14:37,60.9,131.96,19.26,97,100,4.07
375,Bonavista,CA,2020-11-13 08:14:37,48.65,-53.11,39.0,80,100,1.12
376,Mpanda,TZ,2020-11-13 08:14:37,-6.37,31.04,81.12,57,61,4.32
377,Karratha,AU,2020-11-13 08:12:00,-20.74,116.85,92.12,24,0,23.38
378,Gazli,UZ,2020-11-13 08:14:37,40.13,63.45,44.49,49,0,4.54
379,Poum,NC,2020-11-13 08:14:37,-20.23,164.02,77.7,79,5,12.66
380,Taoudenni,ML,2020-11-13 08:14:38,22.68,-3.98,74.52,21,0,16.53
381,Eenhana,NA,2020-11-13 08:14:38,-17.47,16.33,75.2,69,40,8.05
382,Iskilip,TR,2020-11-13 08:14:38,40.74,34.47,48.97,49,0,3.62
383,Itarema,BR,2020-11-13 08:14:38,-2.92,-39.92,77.54,78,82,13.94
384,Ranot,TH,2020-11-13 08:14:38,7.78,100.32,82.71,77,100,9.64
385,Gigmoto,PH,2020-11-13 08:14:38,13.78,124.39,83.75,75,72,6.31
386,Morondava,MG,2020-11-13 08:14:39,-20.28,44.28,83.3,60,0,13.29
387,Corowa,AU,2020-11-13 08:14:39,-36.03,146.38,66.99,47,98,5.99
388,Coahuayana,MX,2020-11-13 08:14:39,18.73,-103.68,73.8,86,99,2.53
389,Starokozache,UA,2020-11-13 08:14:39,46.34,29.99,48.2,66,0,13.42
390,Porto Novo,BJ,2020-11-13 08:14:39,6.5,2.6,80.6,88,20,4.7
391,Slavutych,UA,2020-11-13 08:10:47,51.52,30.73,34.93,86,100,6.69
392,Kuala Lumpur,MY,2020-11-13 08:10:51,3.14,101.69,87.8,62,40,12.75
393,Kiri Buru,IN,2020-11-13 08:14:39,22.08,85.35,83.62,38,18,7.63
394,Grand Gaube,MU,2020-11-13 08:14:39,-20.01,57.66,81.0,65,2,8.99
395,Shawinigan,CA,2020-11-13 08:13:05,46.57,-72.75,30.2,92,37,2.24
396,Gloucester,GB,2020-11-13 08:14:40,51.87,-2.24,48.0,81,50,18.01
397,Baymak,RU,2020-11-13 08:14:40,52.59,58.32,25.77,91,100,14.03
398,Vardo,NO,2020-11-13 08:14:40,70.37,31.11,35.6,80,0,27.51
399,Tahta,EG,2020-11-13 08:14:40,26.77,31.5,68.0,49,0,10.29
400,Chaumont,FR,2020-11-13 08:14:40,48.12,5.13,51.8,81,0,2.24
401,Manicore,BR,2020-11-13 08:13:03,-5.81,-61.3,75.42,94,96,2.04
402,Canico,PT,2020-11-13 08:14:41,32.63,-16.85,68.0,82,40,12.75
403,San Quintin,MX,2020-11-13 08:14:41,30.48,-115.95,58.39,75,0,6.42
404,Beringovskiy,RU,2020-11-13 08:14:41,63.05,179.32,28.11,94,100,23.96
405,Filingue,NE,2020-11-13 08:14:41,14.35,3.32,80.94,19,12,17.16
406,Svetlogorsk,BY,2020-11-13 08:14:41,52.63,29.73,35.98,84,98,7.92
407,Opuwo,NA,2020-11-13 08:14:41,-18.06,13.84,75.38,54,100,1.54
408,Fort Nelson,CA,2020-11-13 08:14:41,58.81,-122.7,3.2,77,75,1.05
409,Tabuk,PH,2020-11-13 08:14:42,17.42,121.44,82.4,80,93,2.57
410,Setermoen,NO,2020-11-13 08:14:42,68.86,18.35,33.8,80,75,19.46
411,Douglas,US,2020-11-13 08:14:42,41.3,-96.17,23.0,85,1,5.1
412,Sikonge,TZ,2020-11-13 08:14:42,-5.63,32.77,77.0,65,75,9.17
413,Namakkal,IN,2020-11-13 08:13:48,11.22,78.17,80.6,83,75,4.7
414,Tautira,PF,2020-11-13 08:11:10,-17.73,-149.15,77.0,78,40,5.82
415,Mahibadhoo,MV,2020-11-13 08:14:42,3.78,72.97,83.07,71,100,4.7
416,Coquimbo,CL,2020-11-13 08:14:42,-29.95,-71.34,53.6,93,100,2.24
417,Saint-Georges,GD,2020-11-13 08:14:42,12.06,-61.75,80.6,83,20,11.41
418,Padang,ID,2020-11-13 08:13:45,-0.95,100.35,84.81,71,100,3.8
419,Merauke,ID,2020-11-13 08:14:43,-8.47,140.33,85.05,67,0,15.68
420,Puerto Penasco,MX,2020-11-13 08:14:43,31.32,-113.53,63.21,37,0,5.39
421,Axim,GH,2020-11-13 08:14:43,4.87,-2.24,80.74,80,62,2.1
422,Kelo,TD,2020-11-13 08:14:43,9.31,15.81,87.67,27,1,5.61
423,Yankton,US,2020-11-13 08:14:43,42.87,-97.4,19.0,85,1,4.7
424,Camden,US,2020-11-13 08:13:03,39.78,-74.97,48.0,95,100,4.99
425,Nanortalik,GL,2020-11-13 08:14:44,60.14,-45.24,29.35,85,100,7.29
426,Gurgaon,IN,2020-11-13 08:14:44,28.47,77.03,80.6,36,0,3.36
427,Sydney Mines,CA,2020-11-13 08:14:44,46.24,-60.22,42.01,86,90,8.05
428,Timizart,DZ,2020-11-13 08:14:44,36.8,4.27,63.77,50,94,7.96
429,Thinadhoo,MV,2020-11-13 08:14:44,0.53,72.93,80.89,83,100,15.93
430,Thunder Bay,CA,2020-11-13 08:13:03,48.4,-89.32,27.0,79,90,9.17
431,Buala,SB,2020-11-13 08:14:44,-8.14,159.59,81.86,76,100,3.78
432,Faanui,PF,2020-11-13 08:14:44,-16.48,-151.75,79.34,78,55,10.04
433,Priargunsk,RU,2020-11-13 08:14:45,50.37,119.1,19.87,94,1,3.18
434,Suez,EG,2020-11-13 08:14:45,29.97,32.53,73.87,52,0,11.14
435,Boa Vista,BR,2020-11-13 08:14:45,2.82,-60.67,77.0,78,40,5.82
436,Songjianghe,CN,2020-11-13 08:14:45,42.19,127.48,33.42,84,0,1.23
437,Bilibino,RU,2020-11-13 08:14:45,68.05,166.44,-5.58,86,33,4.97
438,Beroroha,MG,2020-11-13 08:14:45,-21.67,45.17,94.6,28,0,3.89
439,Odweyne,SO,2020-11-13 08:14:45,9.41,45.06,82.08,21,0,6.02
440,Kuytun,RU,2020-11-13 08:14:46,54.34,101.5,33.69,86,100,9.73
441,Mulchen,CL,2020-11-13 08:14:46,-37.72,-72.23,53.19,74,100,4.36
442,Terrace Bay,CA,2020-11-13 08:14:46,48.78,-87.1,32.0,93,56,2.24
443,Agrado,CO,2020-11-13 08:14:46,2.26,-75.77,67.87,81,100,0.63
444,Arlit,NE,2020-11-13 08:14:46,18.74,7.39,75.11,22,0,10.16
445,Manokwari,ID,2020-11-13 08:14:46,-0.87,134.08,83.61,74,100,4.23
446,Turukhansk,RU,2020-11-13 08:14:46,65.82,87.98,8.1,95,100,4.99
447,Coruripe,BR,2020-11-13 08:14:46,-10.13,-36.18,75.0,86,3,8.3
448,Juneau,US,2020-11-13 08:14:06,58.3,-134.42,36.0,93,90,10.29
449,Salalah,OM,2020-11-13 08:14:47,17.02,54.09,84.2,58,20,6.93
450,Gilgit,PK,2020-11-13 08:14:47,35.92,74.31,62.67,24,100,7.14
451,Baza,ES,2020-11-13 08:14:47,37.49,-2.77,52.0,87,92,1.5
452,Kyra,RU,2020-11-13 08:14:47,49.58,111.98,32.74,77,0,2.64
453,Atar,MR,2020-11-13 08:14:47,20.52,-13.05,80.19,17,100,4.36
454,Sabha,LY,2020-11-13 08:14:47,27.04,14.43,66.65,45,37,6.8
455,La Ronge,CA,2020-11-13 08:14:47,55.1,-105.28,6.8,77,100,6.93
456,Robertson,US,2020-11-13 08:14:47,36.52,-86.87,43.0,93,90,5.37
457,Monastyrshchina,RU,2020-11-13 08:14:48,54.35,31.84,32.4,93,100,6.6
458,Ipora,BR,2020-11-13 08:14:48,-16.44,-51.12,70.12,81,76,1.7
459,Dongsheng,CN,2020-11-13 08:14:48,39.82,109.98,51.67,52,48,16.22
460,Tlaltenango,MX,2020-11-13 08:14:48,19.17,-98.33,56.32,70,79,2.37
461,Zalantun,CN,2020-11-13 08:14:48,48.0,122.72,36.32,70,0,6.2
462,Palimbang,PH,2020-11-13 08:14:48,6.21,124.19,82.99,73,61,3.31
463,Namibe,AO,2020-11-13 08:14:48,-15.2,12.15,71.6,78,20,11.41
464,Barahona,DO,2020-11-13 08:14:48,18.21,-71.1,76.93,80,97,4.61
465,Vestmanna,FO,2020-11-13 08:14:49,62.16,-7.17,48.2,87,91,23.04
466,Chifeng,CN,2020-11-13 08:14:49,42.27,118.96,48.29,42,0,6.29
467,Walvis Bay,NA,2020-11-13 08:11:19,-22.96,14.51,66.0,72,40,5.82
468,Lazaro Cardenas,MX,2020-11-13 08:14:49,17.96,-102.2,75.51,87,88,4.68
469,Havoysund,NO,2020-11-13 08:14:49,71.0,24.66,44.6,65,75,18.34
470,Korla,CN,2020-11-13 08:14:49,41.76,86.15,53.74,34,97,4.88
471,Menongue,AO,2020-11-13 08:14:49,-14.66,17.69,67.12,83,100,3.04
472,Bereda,ES,2020-11-13 08:14:50,43.27,-7.54,48.0,91,15,5.01
473,Muravlenko,RU,2020-11-13 08:14:50,63.79,74.52,-0.24,93,83,7.11
474,Nelson Bay,AU,2020-11-13 08:14:50,-32.72,152.15,66.0,88,87,10.29
475,Shaunavon,CA,2020-11-13 08:14:50,49.65,-108.42,12.2,85,40,14.99
476,Aksu,CN,2020-11-13 08:14:50,41.12,80.26,53.69,31,100,1.25
477,Olafsvik,IS,2020-11-13 08:14:50,64.89,-23.71,39.56,87,100,18.03
478,Pokhara,NP,2020-11-13 08:14:50,28.23,83.98,78.67,30,0,5.93
479,Hobyo,SO,2020-11-13 08:14:50,5.35,48.53,82.85,65,41,15.93
480,Palmer,US,2020-11-13 08:14:51,42.16,-72.33,44.01,75,90,4.7
481,Khash,IR,2020-11-13 08:14:51,28.22,61.22,75.9,24,0,15.46
482,Poso,ID,2020-11-13 08:14:51,-1.4,120.75,85.05,69,23,5.57
483,Flin Flon,CA,2020-11-13 08:14:51,54.77,-101.86,3.99,92,100,9.13
484,Langham,CA,2020-11-13 08:14:51,52.37,-106.97,9.0,84,5,8.05
485,College,US,2020-11-13 08:14:51,64.86,-147.8,10.4,85,90,0.76
486,Gweta,BW,2020-11-13 08:14:52,-20.18,25.23,82.8,42,0,13.6
487,Port Hawkesbury,CA,2020-11-13 08:14:52,45.62,-61.35,43.0,87,90,3.36
488,Basco,PH,2020-11-13 08:14:52,20.45,121.97,78.03,89,99,25.61
489,Smithers,CA,2020-11-13 08:14:26,54.78,-127.17,30.2,100,90,1.48
490,Richards Bay,ZA,2020-11-13 08:14:52,-28.78,32.04,76.12,59,39,11.43
491,Waipawa,NZ,2020-11-13 08:14:52,-41.41,175.52,57.2,82,0,24.16
492,Hirara,JP,2020-11-13 08:14:52,24.8,125.28,69.8,94,75,20.8
493,Kuruman,ZA,2020-11-13 08:14:52,-27.45,23.43,78.01,51,0,18.01
494,Tiznit,MA,2020-11-13 08:14:53,29.58,-9.5,66.24,54,96,4.23
495,Nogliki,RU,2020-11-13 08:14:53,51.83,143.17,36.03,94,100,6.04
496,Trelew,AR,2020-11-13 08:13:13,-43.25,-65.31,65.19,34,100,19.39
497,Manzhouli,CN,2020-11-13 08:14:53,49.6,117.43,26.42,90,77,3.24
498,Ewa Beach,US,2020-11-13 08:14:53,21.32,-158.01,78.8,69,1,8.05
499,Monchegorsk,RU,2020-11-13 08:14:53,67.94,32.87,33.01,91,100,6.49
500,Mandalgovi,MN,2020-11-13 08:14:53,45.76,106.27,38.53,58,100,8.66
501,Plouzane,FR,2020-11-13 08:14:54,48.38,-4.62,51.8,100,75,6.93
502,Harper,LR,2020-11-13 08:14:54,4.38,-7.72,80.31,83,6,5.53
503,Ayan,RU,2020-11-13 08:14:54,56.45,138.17,26.13,97,100,12.68
504,Hailar,CN,2020-11-13 08:14:54,49.2,119.7,27.09,91,59,6.73
505,Alyangula,AU,2020-11-13 08:14:54,-13.85,136.42,93.2,49,0,11.41
506,Acapulco,MX,2020-11-13 08:14:54,16.86,-99.89,77.58,79,96,3.87
507,Hualmay,PE,2020-11-13 08:14:54,-11.1,-77.61,61.03,88,100,8.5
508,Humaita,BR,2020-11-13 08:14:54,-7.51,-63.02,74.95,96,100,1.5
509,Aktash,RU,2020-11-13 08:14:55,50.3,87.73,18.37,96,100,5.59
510,Kastamonu,TR,2020-11-13 08:14:55,41.5,33.67,33.8,100,90,1.12
511,Taltal,CL,2020-11-13 08:10:20,-25.4,-70.48,57.79,73,88,0.6
512,Redmond,US,2020-11-13 08:10:57,47.67,-122.12,45.0,95,100,9.15
513,Riyadh,SA,2020-11-13 08:14:11,24.69,46.72,73.4,60,0,6.93
514,Aykhal,RU,2020-11-13 08:14:55,66.0,111.5,6.8,92,0,4.47
515,Dunedin,NZ,2020-11-13 08:14:55,-45.87,170.5,57.99,85,0,1.43
516,Rovaniemi,FI,2020-11-13 08:14:56,66.5,25.72,37.4,100,90,12.75
517,Ferme-Neuve,CA,2020-11-13 08:14:56,46.7,-75.45,24.8,92,100,1.12
518,Los Reyes,MX,2020-11-13 08:14:18,19.35,-98.97,59.0,59,5,6.93
519,Luang Prabang,LA,2020-11-13 08:14:56,19.89,102.13,87.8,38,0,6.93
520,Petropavlovka,RU,2020-11-13 08:14:56,50.61,105.32,36.28,69,72,2.08
521,Hervey Bay,AU,2020-11-13 08:14:56,-25.3,152.85,77.0,65,94,4.0
522,Buraydah,SA,2020-11-13 08:14:56,26.33,43.98,68.0,100,75,12.75
523,Venado Tuerto,AR,2020-11-13 08:14:57,-33.75,-61.97,66.99,78,0,5.99
524,San Cristobal,VE,2020-11-13 08:14:57,7.77,-72.22,65.62,91,71,0.83
525,Ust-Nera,RU,2020-11-13 08:14:57,64.57,143.2,-18.08,79,71,3.27
526,Mandal,IN,2020-11-13 08:14:57,25.45,74.57,82.51,30,0,6.06
527,Garowe,SO,2020-11-13 08:14:57,8.41,48.48,81.7,47,8,10.65
528,Impfondo,CG,2020-11-13 08:14:57,1.64,18.07,88.18,52,75,2.86
529,Touros,BR,2020-11-13 08:12:52,-5.2,-35.46,73.4,94,20,3.36
530,Guskhara,IN,2020-11-13 08:14:57,23.5,87.75,87.8,58,0,5.82
531,Manzil Salim,TN,2020-11-13 08:14:58,35.86,8.48,46.4,45,0,4.7
532,Kenitra,MA,2020-11-13 08:14:58,34.26,-6.58,64.4,63,100,3.36
533,Kharagpur,IN,2020-11-13 08:14:58,22.33,87.33,88.14,34,13,10.42
534,Dingle,PH,2020-11-13 08:14:58,11.0,122.67,83.62,82,94,7.16
535,Petropavlovsk-Kamchatskiy,RU,2020-11-13 08:14:58,53.05,158.65,33.8,59,100,11.18
536,Saldanha,ZA,2020-11-13 08:14:58,-33.01,17.94,60.8,60,75,2.24
537,Erzin,TR,2020-11-13 08:11:30,36.96,36.2,64.99,46,0,8.99
538,Paamiut,GL,2020-11-13 08:14:59,61.99,-49.67,30.25,87,75,14.0
539,Dukat,RU,2020-11-13 08:14:59,62.55,155.55,-13.77,88,99,3.87
540,Sayyan,YE,2020-11-13 08:14:59,15.17,44.32,64.71,27,76,5.1
541,Marienburg,PL,2020-11-13 08:14:59,54.04,19.03,42.01,100,83,11.34
542,Jiuquan,CN,2020-11-13 08:14:59,39.74,98.52,52.18,36,0,6.49
543,Yulara,AU,2020-11-13 08:14:59,-25.24,130.99,100.4,5,0,14.99
544,Villa Florida,PY,2020-11-13 08:14:59,-26.38,-57.15,65.86,75,0,3.15
545,Mecca,SA,2020-11-13 08:13:45,21.43,39.83,88.52,32,0,4.12
546,Higashine,JP,2020-11-13 08:15:00,38.44,140.4,53.6,66,40,1.12
547,Tommot,RU,2020-11-13 08:15:00,58.96,126.29,19.29,94,10,4.92
548,Neenah,US,2020-11-13 08:10:52,44.19,-88.46,32.0,86,90,12.75
549,Myitkyina,MM,2020-11-13 08:15:00,25.38,97.4,87.66,38,0,1.25
550,Ballachulish,GB,2020-11-13 08:15:00,56.68,-5.13,46.0,89,100,8.99
551,Mitsamiouli,KM,2020-11-13 08:15:00,-11.38,43.28,80.55,71,68,4.07
552,Mogadishu,SO,2020-11-13 08:12:24,2.04,45.34,84.2,66,75,8.05
553,Amatenango Del Valle,MX,2020-11-13 08:15:01,16.52,-92.45,54.88,97,44,3.62
554,Santarem,BR,2020-11-13 08:15:01,-2.44,-54.71,78.8,88,0,4.7
555,Campo Do Brito,BR,2020-11-13 08:15:01,-10.73,-37.49,78.8,78,20,10.29
556,Pimentel,PE,2020-11-13 08:15:01,-6.84,-79.93,62.26,91,100,12.1
557,Upington,ZA,2020-11-13 08:15:01,-28.45,21.26,86.0,30,0,16.11
558,Coihaique,CL,2020-11-13 08:15:01,-45.58,-72.07,48.2,81,75,6.93
559,Naze,JP,2020-11-13 08:15:04,28.37,129.48,73.4,49,40,11.41
560,Ciudad Bolivar,VE,2020-11-13 08:15:04,8.12,-63.55,76.55,85,67,7.45
561,Mangrol,IN,2020-11-13 08:15:04,21.12,70.12,86.27,31,0,2.53
562,Nunkini,MX,2020-11-13 08:15:05,20.33,-90.18,72.48,98,24,2.42
563,Acari,PE,2020-11-13 08:15:05,-15.43,-74.62,62.38,67,66,2.39
564,Asyut,EG,2020-11-13 08:15:05,27.18,31.18,66.2,48,0,6.93
565,Espanola,US,2020-11-13 08:15:02,35.99,-106.08,36.0,29,1,1.21
566,Inhambane,MZ,2020-11-13 08:15:06,-23.86,35.38,80.6,47,40,8.05
567,Sovetskiy,RU,2020-11-13 08:15:06,61.36,63.58,19.08,90,100,9.93
568,Sur,OM,2020-11-13 08:15:07,22.57,59.53,85.46,33,0,8.79
569,Zeya,RU,2020-11-13 08:15:07,53.75,127.27,20.93,95,0,1.57
570,San Rafael,AR,2020-11-13 08:11:53,-34.62,-68.33,63.59,70,10,5.64
571,Sambava,MG,2020-11-13 08:15:07,-14.27,50.17,83.07,61,24,9.64
572,Montijo,PT,2020-11-13 08:15:07,38.71,-8.97,55.99,100,20,5.82
573,Maraba,BR,2020-11-13 08:15:08,-5.37,-49.12,77.0,94,0,3.36
574,Marsabit,KE,2020-11-13 08:15:08,2.33,37.99,71.71,76,79,14.14
575,Port Hueneme,US,2020-11-13 08:11:26,34.15,-119.2,48.2,81,1,5.82
576,Huainan,CN,2020-11-13 08:15:08,32.63,117.0,70.2,35,0,9.84
577,Verkhoyansk,RU,2020-11-13 08:15:08,67.54,133.38,-13.74,87,79,1.07
578,Sibu,MY,2020-11-13 08:15:08,2.3,111.82,87.8,70,40,10.29
579,Ostrovnoy,RU,2020-11-13 08:15:09,68.05,39.51,26.17,96,100,9.84
